,Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,produce_variety,Type_of_Commodity,Package_Type,package_weight(Kg),Day,Month,Year,Price
790,Legumes,Beans Canadian,Bag,90,KES6046.00,05/01/2013,2,1,0,90,1,5,2013,6046.0
791,Legumes,Beans Rosecoco,Bag,90,KES6108.00,05/01/2013,2,3,0,90,1,5,2013,6108.0
792,Legumes,Beans Mwitemania,Bag,90,KES5846.00,05/01/2013,2,2,0,90,1,5,2013,5846.0
793,Legumes,Mwezi Moja,Bag,90,KES6432.00,05/01/2013,2,27,0,90,1,5,2013,6432.0
794,Legumes,Dolichos (Njahi),Bag,90,KES7892.00,05/01/2013,2,14,0,90,1,5,2013,7892.0
795,Legumes,Green Gram,Bag,90,KES7514.00,05/01/2013,2,18,0,90,1,5,2013,7514.0
796,Legumes,Cowpeas,Bag,90,KES5755.00,05/01/2013,2,12,0,90,1,5,2013,5755.0
797,Legumes,Fresh Peas,Bag,51,KES4343.00,05/01/2013,2,17,0,51,1,5,2013,4343.0
798,Legumes,Groundnuts,Bag,110,KES12019.00,05/01/2013,2,20,0,110,1,5,2013,12019.0
799,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3240.00,05/01/2013,3,33,0,110,1,5,2013,3240.0
800,Roots & Tubers,White Irish Potatoes,Bag,110,KES3065.00,05/01/2013,3,40,0,110,1,5,2013,3065.0
801,Roots & Tubers,Cassava Fresh,Bag,99,KES2350.00,05/01/2013,3,8,0,99,1,5,2013,2350.0
802,Roots & Tubers,Sweet Potatoes,Bag,98,KES3185.00,05/01/2013,3,37,0,98,1,5,2013,3185.0
803,Cereals,Dry Maize,Bag,90,KES2747.00,06/01/2013,0,15,0,90,1,6,2013,2747.0
804,Cereals,Green Maize,Ext Bag,115,KES3229.00,06/01/2013,0,19,2,115,1,6,2013,3229.0
805,Cereals,Finger Millet,Bag,90,KES6182.00,06/01/2013,0,16,0,90,1,6,2013,6182.0
806,Cereals,Sorghum,Bag,90,KES3507.00,06/01/2013,0,35,0,90,1,6,2013,3507.0
807,Cereals,Wheat,Bag,90,KES4540.00,06/01/2013,0,39,0,90,1,6,2013,4540.0
808,Legumes,Beans Canadian,Bag,90,KES5858.00,06/01/2013,2,1,0,90,1,6,2013,5858.0
809,Legumes,Beans Rosecoco,Bag,90,KES5668.00,06/01/2013,2,3,0,90,1,6,2013,5668.0
810,Legumes,Beans Mwitemania,Bag,90,KES5205.00,06/01/2013,2,2,0,90,1,6,2013,5205.0
811,Legumes,Mwezi Moja,Bag,90,KES6060.00,06/01/2013,2,27,0,90,1,6,2013,6060.0
812,Legumes,Dolichos (Njahi),Bag,90,KES7908.00,06/01/2013,2,14,0,90,1,6,2013,7908.0
813,Legumes,Green Gram,Bag,90,KES7181.00,06/01/2013,2,18,0,90,1,6,2013,7181.0
814,Legumes,Cowpeas,Bag,90,KES5721.00,06/01/2013,2,12,0,90,1,6,2013,5721.0
815,Legumes,Fresh Peas,Bag,51,KES3163.00,06/01/2013,2,17,0,51,1,6,2013,3163.0
816,Legumes,Groundnuts,Bag,110,KES12112.00,06/01/2013,2,20,0,110,1,6,2013,12112.0
817,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3275.00,06/01/2013,3,33,0,110,1,6,2013,3275.0
818,Roots & Tubers,White Irish Potatoes,Bag,110,KES3206.00,06/01/2013,3,40,0,110,1,6,2013,3206.0
819,Roots & Tubers,Cassava Fresh,Bag,99,KES1938.00,06/01/2013,3,8,0,99,1,6,2013,1938.0
820,Roots & Tubers,Sweet Potatoes,Bag,98,KES3259.00,06/01/2013,3,37,0,98,1,6,2013,3259.0
821,Cereals,Dry Maize,Bag,90,KES2722.00,07/01/2013,0,15,0,90,1,7,2013,2722.0
822,Cereals,Green Maize,Ext Bag,115,KES2924.00,07/01/2013,0,19,2,115,1,7,2013,2924.0
823,Cereals,Finger Millet,Bag,90,KES5795.00,07/01/2013,0,16,0,90,1,7,2013,5795.0
824,Cereals,Sorghum,Bag,90,KES3363.00,07/01/2013,0,35,0,90,1,7,2013,3363.0
825,Cereals,Wheat,Bag,90,KES4293.00,07/01/2013,0,39,0,90,1,7,2013,4293.0
826,Legumes,Beans Canadian,Bag,90,KES5459.00,07/01/2013,2,1,0,90,1,7,2013,5459.0
827,Legumes,Beans Rosecoco,Bag,90,KES5489.00,07/01/2013,2,3,0,90,1,7,2013,5489.0
828,Legumes,Beans Mwitemania,Bag,90,KES4997.00,07/01/2013,2,2,0,90,1,7,2013,4997.0
829,Legumes,Mwezi Moja,Bag,90,KES5285.00,07/01/2013,2,27,0,90,1,7,2013,5285.0
830,Legumes,Dolichos (Njahi),Bag,90,KES7576.00,07/01/2013,2,14,0,90,1,7,2013,7576.0
831,Legumes,Green Gram,Bag,90,KES6948.00,07/01/2013,2,18,0,90,1,7,2013,6948.0
